Borough,Contributing Factor 1,Contributing Factor 2,Cross Street Name,Hour of the Day,Date,Latitude,Location,Longitude,# Persons Injured,# Persons Killed,# Records,Street Name,Time,Vehicle Type 1,Vehicle Type 2,Zip Code
Unspecified,Driver Inattention/Distraction,Driver Inattention/Distraction,,11,3/6/2017,40.831127,"(40.831127, -73.91745)",-73.91745,2,0,1,SHERMAN AVENUE,12/30/1899 11:40:00 AM,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
BROOKLYN,Driver Inattention/Distraction,Unspecified,,11,3/6/2017,40.711975,"(40.711975, -73.92718)",-73.92718,0,0,1,,12/30/1899 11:45:00 AM,PASSENGER VEHICLE,,11237
Unspecified,Unspecified,,,11,3/6/2017,40.68672,"(40.68672, -73.98224)",-73.98224,0,0,1,NEVINS STREET,12/30/1899 11:45:00 AM,PASSENGER VEHICLE,,
Unspecified,Unspecified,Unspecified,,18,2/6/2017,40.709225,"(40.709225, -73.843155)",-73.843155,0,0,1,UNION TURNPIKE,12/30/1899 6:00:00 PM,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
BRONX,Unspecified,Unspecified,EAST GUN HILL ROAD,14,9/2/2016,,,,0,0,1,DEKALB AVENUE,12/30/1899 2:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,10467
BRONX,Unspecified,Unspecified,,14,9/2/2016,,,,0,0,1,,12/30/1899 2:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,10472
BRONX,Unspecified,Unspecified,CONNER STREET,14,9/2/2016,,,,0,0,1,BOSTON ROAD,12/30/1899 2:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,10475
BROOKLYN,Unspecified,Unspecified,LOUISIANA AVENUE,14,9/2/2016,,,,0,0,1,LINDEN BOULEVARD,12/30/1899 2:09:00 PM,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),11207
BROOKLYN,Unspecified,Unspecified,,14,9/2/2016,,,,0,0,1,,12/30/1899 2:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11216
MANHATTAN,Unspecified,Unspecified,,14,9/2/2016,,,,0,0,1,,12/30/1899 2:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,10033
Unspecified,Unspecified,Unspecified,,14,9/2/2016,,,,0,0,1,19 STREET,12/30/1899 2:09:00 PM,PASSENGER VEHICLE,OTHER,
MANHATTAN,Unspecified,Unspecified,,14,9/2/2016,,,,1,0,1,,12/30/1899 2:09:00 PM,PASSENGER VEHICLE,BICYCLE,10010
BRONX,Unspecified,Unspecified,SHAKESPEARE AVENUE,15,9/2/2016,,,,0,0,1,WEST 169 STREET,12/30/1899 3:09:00 PM,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),10452
BROOKLYN,Unspecified,Unspecified,,15,9/2/2016,,,,0,0,1,,12/30/1899 3:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11210
BROOKLYN,Unspecified,Unspecified,EASTERN PARKWAY,15,9/2/2016,,,,0,0,1,UTICA AVENUE,12/30/1899 3:09:00 PM,AMBULANCE,PASSENGER VEHICLE,11213
MANHATTAN,Unspecified,,YORK AVENUE,15,9/2/2016,,,,0,0,1,EAST 72 STREET,12/30/1899 3:09:00 PM,PASSENGER VEHICLE,,10021
MANHATTAN,Unspecified,Unspecified,PARK AVENUE,12,8/26/2016,,,,0,0,1,EAST 76 STREET,12/30/1899 12:08:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,10021
QUEENS,Unspecified,Unspecified,,12,8/26/2016,,,,0,0,1,,12/30/1899 12:08:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11004
QUEENS,Unspecified,Unspecified,,12,8/26/2016,,,,0,0,1,,12/30/1899 12:08:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11354
QUEENS,Unspecified,Unspecified,83 STREET,12,8/26/2016,,,,0,0,1,35 AVENUE,12/30/1899 12:08:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11372
BROOKLYN,Driver Inattention/Distraction,Other Vehicular,MONTGOMERY STREET,11,3/6/2017,40.665718,"(40.665718, -73.95687)",-73.95687,1,0,1,BEDFORD AVENUE,12/30/1899 11:45:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,11225
QUEENS,Unsafe Lane Changing,Unspecified,JAMAICA AVENUE,11,3/6/2017,40.713436,"(40.713436, -73.76119)",-73.76119,0,0,1,198 STREET,12/30/1899 11:50:00 AM,PICK-UP TRUCK,PASSENGER VEHICLE,11423
Unspecified,Turning Improperly,Unspecified,,4,8/22/2015,40.7242645,"(40.7242645, -73.9374387)",-73.9374387,1,0,1,,12/30/1899 4:45:00 AM,PASSENGER VEHICLE,UNKNOWN,
BRONX,Other Vehicular,Other Vehicular,MARMION AVENUE,11,3/6/2017,40.843296,"(40.843296, -73.88685)",-73.88685,0,0,1,EAST TREMONT AVENUE,12/30/1899 11:53:00 AM,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,10460
Unspecified,Driver Inattention/Distraction,Unspecified,21 STREET,12,3/6/2017,40.75253,"(40.75253, -73.94384)",-73.94384,0,0,1,QUEENS PLAZA NORTH,12/30/1899 12:15:00 PM,PASSENGER VEHICLE,,
MANHATTAN,Following Too Closely,Unspecified,2 AVENUE,12,3/6/2017,40.76311,"(40.76311, -73.962524)",-73.962524,0,0,1,EAST 63 STREET,12/30/1899 12:20:00 PM,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,10065
QUEENS,Unspecified,Unspecified,37 AVENUE,12,3/6/2017,40.75053,"(40.75053, -73.876884)",-73.876884,0,0,1,90 STREET,12/30/1899 12:20:00 PM,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,11372
Unspecified,Unspecified,Unspecified,,12,3/6/2017,40.610107,"(40.610107, -74.10081)",-74.10081,0,0,1,MILFORD DRIVE,12/30/1899 12:20:00 PM,PASSENGER VEHICLE,,
BRONX,Driver Inattention/Distraction,Unspecified,,18,2/6/2017,40.8364,"(40.8364, -73.856674)",-73.856674,0,0,1,,12/30/1899 6:55:00 PM,TAXI,PASSENGER VEHICLE,10462
QUEENS,Unspecified,Unspecified,FRANCIS LEWIS BOULEVARD,15,9/2/2016,,,,0,0,1,32 AVENUE,12/30/1899 3:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11358
QUEENS,Unspecified,Unspecified,249 STREET,15,9/2/2016,,,,0,0,1,NORTHERN BOULEVARD,12/30/1899 3:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11362
QUEENS,Unspecified,Unspecified,,15,9/2/2016,,,,0,0,1,,12/30/1899 3:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11416
Unspecified,Unspecified,Unspecified,HUTCHINSON RIVER PARKWAY,15,9/2/2016,,,,0,0,1,NEW ENGLAND THRUWAY,12/30/1899 3:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unspecified,Unspecified,,15,9/2/2016,,,,0,0,1,PLAZA STREET WEST,12/30/1899 3:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unspecified,,vernon avenue and throop avenue,15,9/2/2016,,,,1,0,1,266 throop avenue,12/30/1899 3:09:00 PM,PASSENGER VEHICLE,,
Unspecified,Unspecified,,,15,9/2/2016,40.687534,"(40.687534, -73.9775)",-73.9775,0,0,1,FULTON STREET,12/30/1899 3:50:00 PM,PASSENGER VEHICLE,,
Unspecified,Unspecified,Unspecified,,15,9/2/2016,40.61132,"(40.61132, -74.114716)",-74.114716,0,0,1,,12/30/1899 3:50:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unspecified,Unspecified,,14,8/26/2016,,,,0,0,1,PEARL STREET,12/30/1899 2:08:00 PM,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),
Unspecified,Following Too Closely,Unspecified,27 STREET,12,3/6/2017,40.750195,"(40.750195, -73.939835)",-73.939835,0,0,1,QUEENS PLAZA SOUTH,12/30/1899 12:27:00 PM,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
BRONX,Driver Inattention/Distraction,Unspecified,EAST 164 STREET,12,3/6/2017,40.83068,"(40.83068, -73.92427)",-73.92427,0,0,1,RIVER AVENUE,12/30/1899 12:30:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,10452
BRONX,Reaction to Other Uninvolved Vehicle,,EDISON AVENUE,12,3/6/2017,40.846848,"(40.846848, -73.832504)",-73.832504,0,0,1,WESTCHESTER AVENUE,12/30/1899 12:30:00 PM,SPORT UTILITY / STATION WAGON,,10461
BRONX,Driver Inattention/Distraction,Driver Inattention/Distraction,BROADWAY,12,3/6/2017,40.877705,"(40.877705, -73.90566)",-73.90566,0,0,1,KIMBERLY PLACE,12/30/1899 12:30:00 PM,PICK-UP TRUCK,PASSENGER VEHICLE,10463
BROOKLYN,Unspecified,,,12,3/6/2017,40.627388,"(40.627388, -74.03081)",-74.03081,0,0,1,,12/30/1899 12:30:00 PM,PASSENGER VEHICLE,,11209
BROOKLYN,Failure to Yield Right-of-Way,Unspecified,BAY PARKWAY,12,3/6/2017,40.59727,"(40.59727, -73.99868)",-73.99868,0,0,1,CROPSEY AVENUE,12/30/1899 12:30:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11214
QUEENS,Turning Improperly,Turning Improperly,47 AVENUE,12,3/6/2017,40.743195,"(40.743195, -73.93673)",-73.93673,0,0,1,30 PLACE,12/30/1899 12:30:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11101
Unspecified,View Obstructed/Limited,Unspecified,,12,3/6/2017,40.655743,"(40.655743, -73.99927)",-73.99927,0,0,1,5 AVENUE,12/30/1899 12:30:00 PM,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
QUEENS,Passing or Lane Usage Improper,Unspecified,BROADWAY,12,3/6/2017,,,,1,0,1,49 STREET,12/30/1899 12:34:00 PM,BICYCLE,PASSENGER VEHICLE,11377
QUEENS,Unspecified,,RUST STREET,12,3/6/2017,40.717793,"(40.717793, -73.90967)",-73.90967,0,0,1,FLUSHING AVENUE,12/30/1899 12:36:00 PM,SPORT UTILITY / STATION WAGON,,11378
QUEENS,Glare,Unspecified,CROSS BAY PARKWAY,12,3/6/2017,,,,0,0,1,ROCKAWAY BEACH BOULEVARD,12/30/1899 12:40:00 PM,PASSENGER VEHICLE,,11693
BRONX,Unspecified,Unspecified,PENFIELD STREET,16,9/2/2016,,,,0,0,1,BARNES AVENUE,12/30/1899 4:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,10470
BROOKLYN,Unspecified,Unspecified,,16,9/2/2016,,,,0,0,1,,12/30/1899 4:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11206
MANHATTAN,Unspecified,Unspecified,WEST 24 STREET,16,9/2/2016,,,,0,0,1,10 AVENUE,12/30/1899 4:09:00 PM,VAN,PASSENGER VEHICLE,10011
Unspecified,Unspecified,Unspecified,,16,9/2/2016,,,,0,0,1,4 AVENUE,12/30/1899 4:09:00 PM,PASSENGER VEHICLE,,
Unspecified,Other Vehicular,Driver Inattention/Distraction,,12,3/6/2017,40.69798,"(40.69798, -73.72697)",-73.72697,0,0,1,,12/30/1899 12:45:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
QUEENS,Unspecified,,ROOSEVELT AVENUE,12,3/6/2017,40.744167,"(40.744167, -73.91248)",-73.91248,0,0,1,52 STREET,12/30/1899 12:50:00 PM,PASSENGER VEHICLE,,11377
QUEENS,Unspecified,Unspecified,,12,3/6/2017,40.746506,"(40.746506, -73.89227)",-73.89227,0,0,1,,12/30/1899 12:50:00 PM,PASSENGER VEHICLE,,11377
MANHATTAN,Accelerator Defective,Unspecified,EAST 118 STREET,13,3/6/2017,40.797306,"(40.797306, -73.93446)",-73.93446,0,0,1,1 AVENUE,12/30/1899 1:00:00 PM,SPORT UTILITY / STATION WAGON,,10035
QUEENS,Traffic Control Disregarded,Unspecified,98 PLACE,13,3/6/2017,40.731285,"(40.731285, -73.85775)",-73.85775,0,0,1,63 DRIVE,12/30/1899 1:00:00 PM,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,11374
QUEENS,Backing Unsafely,Unspecified,,13,3/6/2017,40.687473,"(40.687473, -73.863785)",-73.863785,0,0,1,,12/30/1899 1:00:00 PM,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,11421
Unspecified,Driver Inattention/Distraction,Unspecified,,13,3/6/2017,40.842335,"(40.842335, -73.91619)",-73.91619,0,0,1,JEROME AVENUE,12/30/1899 1:00:00 PM,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
Unspecified,Unspecified,,,13,3/6/2017,40.674225,"(40.674225, -73.79986)",-73.79986,0,0,1,ROCKAWAY BOULEVARD,12/30/1899 1:00:00 PM,PASSENGER VEHICLE,PICK-UP TRUCK,
Unspecified,Failure to Yield Right-of-Way,Unspecified,,13,3/6/2017,40.760994,"(40.760994, -73.82443)",-73.82443,0,0,1,ROOSEVELT AVENUE,12/30/1899 1:00:00 PM,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
BROOKLYN,Failure to Yield Right-of-Way,,DEAN STREET,13,3/6/2017,40.684814,"(40.684814, -73.98353)",-73.98353,1,0,1,NEVINS STREET,12/30/1899 1:00:00 PM,SPORT UTILITY / STATION WAGON,,11217
Unspecified,Failure to Yield Right-of-Way,Unspecified,,13,3/6/2017,40.59276,"(40.59276, -73.96312)",-73.96312,4,0,1,EAST 7 STREET,12/30/1899 1:00:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
MANHATTAN,Unsafe Lane Changing,Unsafe Lane Changing,WEST 52 STREET,13,3/6/2017,,,,0,0,1,12 AVENUE,12/30/1899 1:08:00 PM,PASSENGER VEHICLE,TAXI,10019
Unspecified,Unspecified,Unspecified,,16,9/2/2016,,,,0,0,1,MORGAN AVENUE,12/30/1899 4:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unspecified,Unspecified,12 AVENUE,16,9/2/2016,,,,0,0,1,WEST 38 STREET,12/30/1899 4:09:00 PM,SMALL COM VEH(4 TIRES),SMALL COM VEH(4 TIRES),
Unspecified,Unspecified,Unspecified,,16,9/2/2016,,,,0,0,1,WEST ALLEY ROAD,12/30/1899 4:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unspecified,Unspecified,,16,9/2/2016,40.7007513,"(40.7007513, -73.985984)",-73.985984,0,0,1,,12/30/1899 4:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unspecified,Unspecified,,16,9/2/2016,,,,0,0,1,,12/30/1899 4:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unspecified,Unspecified,,16,9/2/2016,,,,0,0,1,,12/30/1899 4:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
BRONX,Unspecified,,MONTEREY AVENUE,16,9/2/2016,,,,1,0,1,EAST 178 STREET,12/30/1899 4:09:00 PM,PASSENGER VEHICLE,,10457
BRONX,Unspecified,Unspecified,,17,9/2/2016,,,,0,0,1,,12/30/1899 5:09:00 PM,PASSENGER VEHICLE,OTHER,10469
BROOKLYN,Unspecified,Unspecified,AUTUMN AVENUE,17,9/2/2016,,,,0,0,1,CONDUIT BOULEVARD,12/30/1899 5:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11208
BROOKLYN,Unspecified,Unspecified,92 STREET,17,9/2/2016,,,,0,0,1,RIDGE BOULEVARD,12/30/1899 5:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11209
BROOKLYN,Unspecified,Unspecified,EAST 19 STREET,17,9/2/2016,,,,0,0,1,VOORHIES AVENUE,12/30/1899 5:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11235
MANHATTAN,Unspecified,Unspecified,STANTON STREET,17,9/2/2016,,,,0,0,1,BOWERY,12/30/1899 5:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,10002
MANHATTAN,Unspecified,Unspecified,CHAMBERS STREET,17,9/2/2016,,,,0,0,1,CENTRE STREET,12/30/1899 5:09:00 PM,SMALL COM VEH(4 TIRES),PASSENGER VEHICLE,10007
QUEENS,Unspecified,Unspecified,43 AVENUE,17,9/2/2016,,,,0,0,1,111 STREET,12/30/1899 5:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11368
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
